,sat_critical_reading_avg_score,sat_math_avg_score,sat_writing_avg_score,Total_1600,num_of_sat_test_takers,dbn,District,School_Num,school_name,Zip,Nhood,Med Income,Latitude,Longitude
318,383.0,358.0,377.0,741.0,54,18K567,18,K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,11236,Canarsie,59567,40.633285,-73.916735
319,368.0,378.0,346.0,746.0,43,18K569,18,K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,11203,Rugby-Remsen Village,47788,40.648657,-73.922171
320,387.0,377.0,379.0,764.0,63,18K576,18,K576,VICTORY COLLEGIATE HIGH SCHOOL,11236,Canarsie,59567,40.633285,-73.916735
321,384.0,362.0,351.0,746.0,17,18K578,18,K578,BROOKLYN BRIDGE ACADEMY,11236,Canarsie,59567,40.633285,-73.916735
322,361.0,360.0,359.0,721.0,48,18K589,18,K589,ARTS & MEDIA PREPARATORY ACADEMY,-,-,-,-,-
323,404.0,393.0,386.0,797.0,37,18K617,18,K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,11236,Canarsie,59567,40.641474,-73.898254
324,393.0,395.0,381.0,788.0,33,18K629,18,K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,11203,Rugby-Remsen Village,47788,40.648657,-73.922171
325,386.0,380.0,393.0,766.0,75,18K633,18,K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,11236,Canarsie,59567,40.641474,-73.898254
326,400.0,370.0,370.0,770.0,7,18K635,18,K635,OLYMPUS ACADEMY,11236,Starrett City,59567,40.645685,-73.8989
327,363.0,381.0,367.0,744.0,35,18K637,18,K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,11236,Canarsie,59567,40.633285,-73.916735
328,376.0,385.0,374.0,761.0,40,18K642,18,K642,URBAN ACTION ACADEMY,11236,Canarsie,59567,40.641474,-73.898254
329,410.0,403.0,378.0,813.0,12,18K673,18,K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,11212,Rugby-Remsen Village,27911,40.65911,-73.920368
330,416.0,432.0,394.0,848.0,54,19K409,19,K409,EAST NEW YORK FAMILY ACADEMY,11207,East New York,34729,40.661072,-73.886942
331,,,,,s,19K420,19,K420,FRANKLIN K. LANE HIGH SCHOOL,-,-,-,-,-
332,,,,,s,19K431,19,K431,THOMAS JEFFERSON YABC,-,-,-,-,-
333,341.0,349.0,333.0,690.0,37,19K502,19,K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,11207,East New York (Pennsylvania Ave),34729,40.667456,-73.894747
334,363.0,349.0,342.0,712.0,47,19K504,19,K504,HIGH SCHOOL FOR CIVIL RIGHTS,11207,East New York (Pennsylvania Ave),34729,40.667456,-73.894747
335,380.0,386.0,383.0,766.0,61,19K507,19,K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,11207,East New York (Pennsylvania Ave),34729,40.667456,-73.894747
336,371.0,365.0,370.0,736.0,68,19K510,19,K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,11207,East New York (Pennsylvania Ave),34729,40.667456,-73.894747
337,279.0,322.0,286.0,601.0,29,19K583,19,K583,MULTICULTURAL HIGH SCHOOL,11208,park-cemetery-etc-Brooklyn,33875,40.691146,-73.868328
338,395.0,418.0,380.0,813.0,182,19K615,19,K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11208,East New York,33875,40.678276,-73.87596
339,371.0,371.0,354.0,742.0,60,19K618,19,K618,ACADEMY OF INNOVATIVE TECHNOLOGY,11208,park-cemetery-etc-Brooklyn,33875,40.691146,-73.868328
340,360.0,385.0,363.0,745.0,57,19K639,19,K639,BROOKLYN LAB SCHOOL,11208,park-cemetery-etc-Brooklyn,33875,40.691146,-73.868328
341,376.0,385.0,368.0,761.0,51,19K659,19,K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,11208,park-cemetery-etc-Brooklyn,33875,40.691146,-73.868328
342,370.0,369.0,363.0,739.0,74,19K660,19,K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11207,East New York (Pennsylvania Ave),34729,40.674135,-73.89643
343,383.0,400.0,374.0,783.0,38,19K683,19,K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",11208,East New York,33875,40.670724,-73.874208
344,402.0,471.0,399.0,873.0,456,20K445,20,K445,NEW UTRECHT HIGH SCHOOL,11214,Bensonhurst West,35963,40.613262,-74.003404
345,425.0,474.0,424.0,899.0,238,20K485,20,K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,11220,Bay Ridge,37030,40.637282,-74.023849
346,417.0,478.0,411.0,895.0,694,20K490,20,K490,FORT HAMILTON HIGH SCHOOL,11209,Bay Ridge,56906,40.627835,-74.040046
347,383.0,486.0,375.0,869.0,385,20K505,20,K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,11204,Borough Park,42763,40.620446,-73.981795
348,,,,,s,20K609,20,K609,THE URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,11204,Borough Park,42763,40.634875,-73.981528
349,338.0,477.0,316.0,815.0,18,20K658,20,K658,FRANKLIN DELANO ROOSEVELT YABC,-,-,-,-,-
350,326.0,386.0,314.0,712.0,54,21K337,21,K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,11214,Gravesend,35963,40.594291,-73.98577
351,402.0,427.0,408.0,829.0,54,21K344,21,K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,11224,West Brighton,34958,40.582533,-73.973132
352,388.0,398.0,378.0,786.0,39,21K348,21,K348,HIGH SCHOOL OF SPORTS MANAGEMENT,11214,Gravesend,35963,40.594291,-73.98577
353,396.0,437.0,393.0,833.0,475,21K410,21,K410,ABRAHAM LINCOLN HIGH SCHOOL,11235,West Brighton,44729,40.581681,-73.967308
354,,,,,s,21K412/21K411,21,K412,ABRAHAM LINCOLN YABC/LEARNING TO WORK GED AT ABRAHAM LINCOLN,-,-,-,-,-
355,,,,,s,21K468,21,K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,11214,Gravesend,35963,40.594291,-73.98577
356,468.0,496.0,467.0,964.0,727,21K525,21,K525,EDWARD R. MURROW HIGH SCHOOL,11230,Midwood,47496,40.620525,-73.959285
357,404.0,468.0,390.0,872.0,448,21K540,21,K540,JOHN DEWEY HIGH SCHOOL,11223,Gravesend,39420,40.589268,-73.981738
358,384.0,375.0,365.0,759.0,40,21K559,21,K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,11214,Gravesend,35963,40.594291,-73.98577
359,353.0,370.0,356.0,723.0,40,21K572,21,K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,11214,Gravesend,35963,40.594291,-73.98577
360,394.0,414.0,376.0,808.0,95,21K620,21,K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11235,Brighton Beach,44729,40.582585,-73.963477
361,429.0,449.0,435.0,878.0,119,21K690,21,K690,BROOKLYN STUDIO SECONDARY SCHOOL,11214,Bensonhurst West,35963,40.604879,-73.994404
362,411.0,369.0,373.0,780.0,10,21K728,21,K728,LIBERATION DIPLOMA PLUS,11224,Seagate-Coney Island,34958,40.577208,-73.985953
363,478.0,519.0,476.0,997.0,824,22K405,22,K405,MIDWOOD HIGH SCHOOL,11210,Flatbush,55000,40.633237,-73.952929
364,436.0,475.0,439.0,911.0,518,22K425,22,K425,JAMES MADISON HIGH SCHOOL,11229,Madison,49910,40.609912,-73.948512
365,383.0,392.0,370.0,775.0,236,22K495,22,K495,SHEEPSHEAD BAY HIGH SCHOOL,-,-,-,-,-
366,524.0,561.0,542.0,1085.0,259,22K535,22,K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,11235,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,44729,40.580894,-73.935952
367,456.0,456.0,440.0,912.0,131,22K555,22,K555,BROOKLYN COLLEGE ACADEMY,11218,Windsor Terrace,48010,40.649404,-73.971736
368,389.0,409.0,387.0,798.0,60,23K493,23,K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,11233,Ocean Hill,35422,40.674103,-73.913273
369,361.0,371.0,359.0,732.0,55,23K514,23,K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,11212,Brownsville,27911,40.665878,-73.911705
370,349.0,338.0,331.0,687.0,11,23K643,23,K643,BROOKLYN DEMOCRACY ACADEMY,11212,Brownsville,27911,40.656068,-73.907245
371,311.0,371.0,311.0,682.0,7,23K646,23,K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,11233,Ocean Hill,35422,40.67715,-73.903953
372,350.0,346.0,332.0,696.0,17,23K647,23,K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,11212,Brownsville,27911,40.656068,-73.907245
373,392.0,416.0,388.0,808.0,69,23K697,23,K697,TEACHERS PREPARATORY HIGH SCHOOL,11212,Brownsville,27911,40.665878,-73.911705
374,405.0,454.0,421.0,859.0,89,24Q264,24,Q264,ACADEMY OF FINANCE AND ENTERPRISE,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.745095,-73.936635
375,406.0,413.0,400.0,819.0,39,24Q267,24,Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.745095,-73.936635
376,404.0,429.0,407.0,833.0,69,24Q293,24,Q293,CIVIC LEADERSHIP ACADEMY,11373,Elmhurst,44301,40.74373,-73.870642
377,317.0,323.0,311.0,640.0,55,24Q296,24,Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,11373,Elmhurst,44301,40.74373,-73.870642
378,545.0,568.0,550.0,1113.0,155,24Q299,24,Q299,BARD HIGH SCHOOL EARLY COLLEGE II,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.745095,-73.936635
379,383.0,440.0,380.0,823.0,320,24Q455,24,Q455,NEWTOWN HIGH SCHOOL,11373,Elmhurst,44301,40.741122,-73.874721
380,,,,,s,24Q457,24,Q457,YOUNG ADULT BOROUGH CENTER AT ARTS AND BUSINESS HS,-,-,-,-,-
381,395.0,420.0,396.0,815.0,241,24Q485,24,Q485,GROVER CLEVELAND HIGH SCHOOL,11385,Ridgewood,47469,40.711033,-73.908814
382,399.0,393.0,385.0,792.0,58,24Q520,24,Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.744412,-73.93364
383,326.0,409.0,329.0,735.0,69,24Q530,24,Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.744412,-73.93364
384,391.0,403.0,380.0,794.0,138,24Q550,24,Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,11368,Corona,43962,40.737427,-73.853178
385,443.0,447.0,440.0,890.0,80,24Q560,24,Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",11101,Hunters Point-Sunnyside-West Maspeth,39955,40.742839,-73.936782
386,417.0,447.0,406.0,864.0,155,24Q600,24,Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.742205,-73.928219
387,445.0,496.0,423.0,941.0,396,24Q610,24,Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.743509,-73.929076
388,,,,,s,24Q744,24,Q744,VOYAGES PREPARATORY,11373,Elmhurst,44301,40.74373,-73.870642
389,455.0,498.0,443.0,953.0,58,25Q252,25,Q252,"QUEENS SCHOOL OF INQUIRY, THE",11366,Kew Gardens Hills,76377,40.724458,-73.810216
390,314.0,417.0,318.0,731.0,45,25Q263,25,Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,11355,Murray Hill,38623,40.759844,-73.820548
391,416.0,463.0,392.0,879.0,59,25Q281,25,Q281,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES,11355,Flushing,38623,40.749545,-73.822073
392,471.0,489.0,481.0,960.0,63,25Q285,25,Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,11358,Auburndale,66312,40.765133,-73.790083
393,397.0,451.0,395.0,848.0,558,25Q425,25,Q425,JOHN BOWNE HIGH SCHOOL,11367,Kew Gardens Hills,53564,40.738139,-73.824944
394,393.0,441.0,382.0,834.0,347,25Q460,25,Q460,FLUSHING HIGH SCHOOL,11354,Flushing,50019,40.765166,-73.82789
395,378.0,373.0,344.0,751.0,9,25Q467,25,Q467,FLUSHING YABC,-,-,-,-,-
396,621.0,651.0,638.0,1272.0,278,25Q525,25,Q525,TOWNSEND HARRIS HIGH SCHOOL,11367,Kew Gardens Hills,53564,40.73439,-73.821392
397,398.0,382.0,388.0,780.0,17,25Q540,25,Q540,QUEENS ACADEMY HIGH SCHOOL,11354,Flushing,50019,40.765162,-73.8288
398,431.0,458.0,441.0,889.0,99,25Q670,25,Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,11366,Kew Gardens Hills,76377,40.725603,-73.810697
399,379.0,421.0,377.0,800.0,7,25Q792,25,Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,11367,Kew Gardens Hills,53564,40.720359,-73.819792
400,480.0,545.0,489.0,1025.0,888,26Q415,26,Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,11364,Oakland Gardens,65776,40.752333,-73.75599
401,468.0,539.0,467.0,1007.0,934,26Q430,26,Q430,FRANCIS LEWIS HIGH SCHOOL,11365,Auburndale,61097,40.740724,-73.79283
402,391.0,397.0,384.0,788.0,334,26Q435,26,Q435,MARTIN VAN BUREN HIGH SCHOOL,11427,Bellerose,57224,40.733066,-73.738756
403,462.0,523.0,464.0,985.0,708,26Q495,26,Q495,BAYSIDE HIGH SCHOOL,11361,Bayside-Bayside Hills,70983,40.771755,-73.780296
404,425.0,434.0,420.0,859.0,175,26Q566,26,Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",11426,Bellerose,74452,40.746088,-73.727535
405,387.0,385.0,373.0,772.0,87,27Q260,27,Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,11691,Far Rockaway-Bayswater,35645,40.60201,-73.762795
406,432.0,419.0,401.0,851.0,74,27Q262,27,Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,11694,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,75157,40.586066,-73.822624
407,391.0,401.0,364.0,792.0,44,27Q302,27,Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",11691,Far Rockaway-Bayswater,35645,40.60201,-73.762795
408,423.0,426.0,416.0,849.0,93,27Q308,27,Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,11417,Ozone Park,56102,40.67124,-73.845141
409,367.0,379.0,348.0,746.0,36,27Q309,27,Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,11691,Far Rockaway-Bayswater,35645,40.60201,-73.762795
410,499.0,537.0,496.0,1036.0,89,27Q323,27,Q323,SCHOLARS' ACADEMY,11694,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,75157,40.584109,-73.825711
411,377.0,371.0,360.0,748.0,101,27Q400,27,Q400,AUGUST MARTIN HIGH SCHOOL,11434,Springfield Gardens North,51640,40.675633,-73.783342
412,384.0,396.0,354.0,780.0,78,27Q410,27,Q410,BEACH CHANNEL HIGH SCHOOL,-,-,-,-,-
413,382.0,404.0,368.0,786.0,404,27Q475,27,Q475,RICHMOND HILL HIGH SCHOOL,11418,Richmond Hill,57063,40.695888,-73.833681
414,391.0,409.0,392.0,800.0,403,27Q480,27,Q480,JOHN ADAMS HIGH SCHOOL,11417,South Ozone Park,56102,40.679639,-73.837298
415,429.0,491.0,425.0,920.0,194,27Q650,27,Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",11416,Richmond Hill,46712,40.689591,-73.840717
416,,,,,s,28Q284,28,Q284,YORK EARLY COLLEGE ACADEMY,11433,South Jamaica,41780,40.69719,-73.787192
417,420.0,445.0,400.0,865.0,68,28Q310,28,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,11432,Briarwood-Jamaica Hills,50291,40.713218,-73.797237
418,,,,,s,28Q325,28,Q325,HILLSIDE ARTS & LETTERS ACADEMY,11432,Briarwood-Jamaica Hills,50291,40.713218,-73.797237
419,403.0,408.0,367.0,811.0,6,28Q338,28,Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,11432,Jamaica,50291,40.70848,-73.800065
420,430.0,452.0,425.0,882.0,25,28Q350,28,Q350,JAMAICA GATEWAY TO THE SCIENCES,11432,Briarwood-Jamaica Hills,50291,40.713218,-73.797237
421,456.0,497.0,454.0,953.0,762,28Q440,28,Q440,FOREST HILLS HIGH SCHOOL,11375,Forest Hills,69446,40.729402,-73.845637
422,342.0,368.0,353.0,710.0,90,28Q470,28,Q470,JAMAICA HIGH SCHOOL,-,-,-,-,-
423,395.0,413.0,386.0,808.0,462,28Q505,28,Q505,HILLCREST HIGH SCHOOL,11432,Briarwood-Jamaica Hills,50291,40.709446,-73.80166
424,452.0,478.0,442.0,930.0,422,28Q620,28,Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,11432,Briarwood-Jamaica Hills,50291,40.715389,-73.800369
425,513.0,523.0,502.0,1036.0,99,28Q680,28,Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,11432,Pomonok-Flushing Heights-Hillcrest,50291,40.718831,-73.806499
426,,,,,s,28Q686,28,Q686,QUEENS METROPOLITAN HIGH SCHOOL,11375,Forest Hills,69446,40.711367,-73.856698
427,612.0,660.0,596.0,1272.0,121,28Q687,28,Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,11433,Jamaica,41780,40.701049,-73.798151
428,406.0,406.0,384.0,812.0,74,28Q690,28,Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,11434,Baisley Park,51640,40.686208,-73.784144
429,439.0,445.0,432.0,884.0,68,28Q896,28,Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",11432,Briarwood-Jamaica Hills,50291,40.707527,-73.806412
430,360.0,380.0,359.0,740.0,52,29Q248,29,Q248,QUEENS PREPARATORY ACADEMY,11413,Springfield Gardens North,77058,40.668235,-73.756839
431,401.0,397.0,375.0,798.0,46,29Q259,29,Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,11412,Hollis,67395,40.70646,-73.753579
432,402.0,398.0,402.0,800.0,49,29Q265,29,Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,11413,Springfield Gardens North,77058,40.668235,-73.756839
433,436.0,427.0,424.0,863.0,59,29Q272,29,Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,11413,Springfield Gardens North,77058,40.668235,-73.756839
434,370.0,367.0,363.0,737.0,43,29Q283,29,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,11413,Springfield Gardens North,77058,40.668235,-73.756839
435,,,,,s,29Q326,29,Q326,CAMBRIA HEIGHTS ACADEMY,11423,Jamaica,64756,40.711849,-73.771195
436,400.0,426.0,394.0,826.0,78,29Q492,29,Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",11411,Cambria Heights,69131,40.697819,-73.745728
437,385.0,377.0,377.0,762.0,52,29Q494,29,Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",-,-,-,-,-
438,379.0,414.0,359.0,793.0,49,29Q496,29,Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",-,-,-,-,-
439,393.0,381.0,377.0,774.0,62,29Q498,29,Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,11411,Cambria Heights,69131,40.697819,-73.745728
440,,,,,s,30Q286,30,Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",11102,Old Astoria,48399,40.771215,-73.924591
441,410.0,440.0,405.0,850.0,98,30Q301,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.742956,-73.959196
442,414.0,449.0,412.0,863.0,395,30Q445,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,11103,Astoria,52494,40.75823,-73.910514
443,403.0,420.0,395.0,823.0,392,30Q450,30,Q450,LONG ISLAND CITY HIGH SCHOOL,11106,Astoria,44030,40.765826,-73.9328
444,504.0,496.0,494.0,1000.0,174,30Q501,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,11106,Astoria,44030,40.756534,-73.925121
445,407.0,434.0,398.0,841.0,148,30Q502,30,Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,11101,Hunters Point-Sunnyside-West Maspeth,39955,40.748701,-73.94638
446,323.0,475.0,329.0,798.0,143,30Q555,30,Q555,NEWCOMERS HIGH SCHOOL,11101,Queensbridge-Ravenswood-Long Island City,39955,40.751356,-73.937445
447,487.0,492.0,491.0,979.0,135,30Q575,30,Q575,ACADEMY OF AMERICAN STUDIES,11101,Queensbridge-Ravenswood-Long Island City,39955,40.751331,-73.937434
448,524.0,568.0,544.0,1092.0,61,30Q580,30,Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,11106,Queensbridge-Ravenswood-Long Island City,44030,40.755366,-73.927169
449,452.0,451.0,450.0,903.0,137,31R047,31,R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,10314,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,78413,40.581315,-74.158589
450,398.0,412.0,385.0,810.0,61,31R064,31,R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,10314,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,78413,40.581315,-74.158589
451,472.0,488.0,466.0,960.0,107,31R080,31,R080,THE MICHAEL J. PETRIDES SCHOOL,10301,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,56776,40.608517,-74.102078
452,424.0,437.0,416.0,861.0,391,31R440,31,R440,NEW DORP HIGH SCHOOL,10306,New Dorp-Midland Beach,75212,40.569393,-74.107737
453,424.0,438.0,417.0,862.0,271,31R445,31,R445,PORT RICHMOND HIGH SCHOOL,10302,Port Richmond,59919,40.634573,-74.141818
454,437.0,435.0,429.0,872.0,375,31R450,31,R450,CURTIS HIGH SCHOOL,10301,West New Brighton-New Brighton-St. George,56776,40.644735,-74.081222
455,462.0,486.0,470.0,948.0,807,31R455,31,R455,TOTTENVILLE HIGH SCHOOL,10312,Annadale-Huguenot-Prince's Bay-Eltingville,84524,40.528092,-74.192032
456,455.0,474.0,459.0,929.0,535,31R460,31,R460,SUSAN E. WAGNER HIGH SCHOOL,10314,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,78413,40.596803,-74.124227
457,466.0,455.0,414.0,921.0,10,31R470,31,R470,CONCORD HIGH SCHOOL,10304,Grymes Hill-Clifton-Fox Hills,46260,40.610868,-74.087379
458,416.0,422.0,397.0,838.0,94,31R600,31,R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,10301,West New Brighton-New Brighton-St. George,56776,40.642793,-74.07873
459,635.0,682.0,636.0,1317.0,227,31R605,31,R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,10306,New Dorp-Midland Beach,75212,40.567873,-74.115373
460,405.0,375.0,370.0,780.0,10,31R607,31,R607,YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS,-,-,-,-,-
461,380.0,366.0,352.0,746.0,50,32K403,32,K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,11237,Bushwick North,35354,40.69697,-73.910791
462,384.0,409.0,361.0,793.0,88,32K545,32,K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEBUSHWICK,11221,Bushwick South,34005,40.694507,-73.929107
463,348.0,353.0,334.0,701.0,75,32K549,32,K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,11237,Bushwick North,35354,40.69697,-73.910791
464,342.0,364.0,354.0,706.0,67,32K552,32,K552,ACADEMY OF URBAN PLANNING,11237,Bushwick North,35354,40.69697,-73.910791
465,428.0,465.0,422.0,893.0,39,32K554,32,K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,11237,Bushwick North,35354,40.69737,-73.913171
466,347.0,358.0,350.0,705.0,23,32K556,32,K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,11221,Bushwick South,34005,40.695056,-73.92814
467,359.0,317.0,358.0,676.0,24,32K564,32,K564,BUSHWICK COMMUNITY HIGH SCHOOL,11221,Bushwick North,34005,40.695362,-73.915142
468,,,,,s,75K371,75,K371,P.S. 371 s LILLIAN L. RASHKIS,11232,Sunset Park West,34807,40.654293,-74.005889
469,,,,,s,75M035,75,M035,P.S. 035,10019,Clinton,84786,40.763866,-73.985939
470,,,,,s,75Q256,75,Q256,P.S. Q256,11791,-,136222,,
471,429.0,444.0,433.0,873.0,32,75Q811,75,Q811,P.S. Q811,11362,Douglas Manor-Douglaston-Little Neck,74826,40.756778,-73.729487
472,,,,,s,75R025,75,R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,10309,Annadale-Huguenot-Prince's Bay-Eltingville,84917,40.508809,-74.222403
473,,,,,s,75X012,75,X012,P.S. X012 LEWIS AND CLARK SCHOOL,10461,Van Nest-Morris Park-Westchester Square,47715,40.840145,-73.844419
474,,,,,s,75X754,75,X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,10455,Mott Haven-Port Morris,22828,40.811162,-73.909804
475,,,,,s,79M645,79,M645,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,-,-,-,-,-
476,496.0,400.0,426.0,896.0,8,79Q950,79,Q950,GED PLUS s CITYWIDE,-,-,-,-,-
477,367.0,370.0,360.0,737.0,9,79X490,79,X490,PHOENIX ACADEMY,-,-,-,-,-
